id	review
"10054_7"	"Nicole Finn (Madonna) is just being released from prison. Although she is ordered to go by bus to Philadelphia, she wants to stick around the place she was arrested. This is because she claims she has information that would clear her record. Louden (Griffin Dunne) is assigned to escort her to the bus by his future father in law. Louden will be driving around the city anyway (in his future mother in law's Rolls Royce), picking up the wedding ring and a rare big, big cat for an eccentric collector. Nicki, however, starts the ensuing mayhem as soon as she jumps in the Rolls to take over the driving. Between big cats, taxi drivers, hit men, bridesmaids, and a wedding cake with guns, lawyer Louden knows he's not in Kansas anymore. Is there a way out of the madness? This film is a wild trip down comedy avenue. Madonna and Dunneare perfect foils to each other, making their connection uproarious, as they play out their roles as an ex-con and an uptight, button-down lawyer, respectively. The script is laudable in it's ability to send the viewer into fits of hysteria as one implausible scene gives way to the next one, and the next. Everything secondary, from the supporting actors to the scenery to the costumes, are also quite nice. If you know someone who is in need of a jolt of joy, rent this movie for them. You will both be cheerio pronto."
"10845_1"	"I rented this movie for about $1.50 - the most complete waste of money (and time) I have ever spent. It's LAME! I couldn't believe how they could come up with something like this.<br /><br />The plot... there is no plot. Everything you'd expect to happen, it does, only in a worse way. The acting was horrible. My dog could've done better. The special effects have no effect whatsoever - except inducing complete disbelief. And the cheesy lines.... I mean, why even bother? <br /><br />The only credit I can give this piece of sh*t are the opening scenes. They were actually quite pretty. And one of the reasons why I decided to rent this. The graphics shown there are probably the best and most realistic CG of the entire film.<br /><br />Total Reality gets 1 out of 10 for not being able to mark it lower."
"10231_4"	"I had to rent a couple of movies for my little cousin for New Year's and she picked out The Swan Princess: The Mystery of the Enchanted Kingdom and The Little Mermaid 2 and we just watched both films, while she's sleeping, I figured I could get a couple comments in. :) While this is a very cheesy cartoon, it really wasn't that bad. You have to admit that for children, these plots are new to them and it could be a great introduction of these stories to them.<br /><br />Odette finds out that Derek has been secretly keeping the magic secrets of Rosthoe and she tells Derek to destroy them immediately, but him being a guy, typically he does not do so and tells her that no on could achieve the magics without his help. When a witch named Zelda gets her hands on them, she finds out that Derek tore off the last words of a spell she wants to use to destroy everything, and she kidnaps Odette in order to retrieve this information.<br /><br />The Swan Princess: The Mystery of the Enchanted Kingdom is silly and predictable, but for the kids I would honestly say it's a go. It's so rare we have these clean cut cartoons now a days, so I'm going to cut the film some slack. It was just weird seeing all the voices change all of a sudden, I grew up with the first one, so I guess it was just stuck in my head.<br /><br />4/10"
"9430_8"	"Dr. Franz Tobel, a Swiss scientist, is smuggled out of his home country by Sherlock Holmes in order that the Nazi agents spying him do not get his invention of a new bomb sight. Arriving in London, he takes residence with Holmes and Watson, but goes out for a visit with his girlfriend, Charlotte Eberli, where he leaves a clue for Holmes as to the locations of his bomb sight, which he has divided into four pieces, but Holmes' eternal nemesis, Professor Moriarity, is also seeking the bomb sight to sell to the Nazis, and abducts Dr. Tobel and the clue left at Charlotte's, a code series of dancing men, which both Holmes and Moriarity are both unable to decipher completely. Holmes eventually discovers the clue to the code and get the location of the fourth piece of the bomb sight, but Moriarity has the other three and a showdown is inevitable. Very good entry in the Holmes series with plenty of mystery and guesswork to go about. Atwill's portrayal of Moriarity is more sadistic than the cunning sort described in the Doyle stories (or George Zucco's performance in The Adventures of Sherlock Holmes), but Atwill's skills as an actor makes his Moriarity quite the benevolent fellow. The script and direction both make this entry more of a cat and mouse game between the two characters and that is one of the reasons this entry succeeds so well. Great job on the cinematography as well. Rating, 8."
"3226_2"	"Despite this being one of John Cusack and Demi Moore's early films, it is one even hardcore fans can miss, unless they absolutely have to complete the collection. I have rare moments, where I can handle Better Off Dead, but this movie is ultimately worse. I am just not a Savage Steve Holland fan, and he did both movies. So if you don't like the cheesy, random comedy and amateur animation, steer clear of this one. FYI even for the Demi Moore fans: she can't sing and the 80s synthesizers did not save her. There are too many predictable twists and too-easy jokes. I suppose if you want mindless entertainment or something you can leave on in the background and ignore while you do something productive, then go for it. Otherwise, don't watch this movie. If John Cusack (or Demi Moore) couldn't save it, you know it's got to be bad. They are the only reason I didn't give this movie a 1."
"4298_3"	"I don't see the sense in going through so much trouble to make a movie like this, and then throw the history book out the window. There wasn't a single accurate detail in that movie other than the fact than Richtofen died, which I was grateful for at the end so I didn't have to watch any more. Movies like this are an insult to anyone who knows anything about WWI aerial history.<br /><br />I'll skip the obvious, that they were flying Fokker DVII's in 1916, because the Blue Max did that too, or that 209 squadron was flying SE-5's, and will attack other parts. For one thing, they call the Pfalz D-III an 'old Albatross' at the beginning. For another, they have Voss, Goring, and Wolff all in Jasta Boelcke. The only one who was in that Jasta was Voss, and he joined after Boelcke died. Richtofen wasn't held to blame for Boelcke's death...Erwin Boehme, who collided with Boelcke, had swerved to avoid a British plane that Richtofen was chasing. When Richtofen received his head wound, it was while attacking a FE-2d two-seater, and he did not crash into the trenches and have soldiers fight over him, and NO..Werner Voss did not die that day. He died September 28th in one of the most epic battles in WWI.<br /><br />Manfred was short, not like the actor who towered over everyone else. His brother Lothar was never in Jasta Boelcke either, he joined the squadron when Manfred was in charge of Jasta 11.<br /><br />There's so many other glaring errors in historical fact that I'll let them go except perhaps the worst one, the death scene. In the movie Manfred is out-maneuvered by Brown and then shot down, making a perfect landing. Brown got off one burst at Richtofen while Richtofen was chasing May, and the facts amassed over the years overwhelmingly show that Richtofen was killed by ground fire, not by Brown.<br /><br />The only value in this movie was the chance to see the flying scenes themselves, which were as good as 'The Blue Max', other than that I won't watch it again and I paid $30 for the tape!"
"10635_4"	"How could a film dealing with illegal Mexican immigrants being robbed and beaten over the border be dull? Well, \"Border Incident\" is.<br /><br />No wonder that song and dance man George Murphy's career ended not long after this terrible film came out. Politics was certainly a way out for this future senator who dies a horrible death in this slowly paced film. The film stereotypes the typical Mexican migrant farmer worker as dimwitted and awfully dull.<br /><br />The film only picks up in intensity once the identities of Murphy and Ricardo Montalban have been discovered as federal agents for the U.S. and Mexico respectively.<br /><br />Disappointing at best, we see similar problems in our very own society today."
"10567_4"	"From hardly alien sounding lasers, to an elementary school style shuttle crash, \"Nightbeast\" is better classified as a farcical mix of fake blood and bare chest. The almost pornographic style of the film seems to be a failed attempt to recover from a lack of cohesive or effective story. The acting however is not nearly as beastly, many of the young, aspiring, actors admirably showcase a hidden talent. Particularly Don Leifert and Jamie Zemarel, who shed a well needed shard of light on this otherwise terrible film. Nightbeast would have never shown up on set had he known the terrible movie making talent of this small Maryland town."
"5460_10"	"Although a made for cable film by HBO, it is an enjoyable movie and a fascinating look at the back-stabbing and double-dealing world of television. Allowing the viewer to peek behind the scenes of the so-called late night talk show wars in the early 90s, as Jay Leno and David Letterman competed for the coveted position as host of the Tonight Show. Kathy Bates gives a bravo performance as Leno's mercurial manager Helen Kushnick and one can feel empathy for what Leno/Letterman endured at the hands of tv executives. It is just as timely now, considering the recent events involving the failed attempt by ABC to replace Nightline with Letterman. No matter how many times I have seen this film, I still find it as much a pleasure to watch as I did when it first aired. If this should ever be released on DVD, I would certainly add it to my collection."
"7310_7"	"Dutiful wife Norma Shearer (as Katherine \"Kitty\" Brown) waits on husband Rod La Rocque (as Bob Brown) hand and foot. While making him breakfast in bed, and helping him dress for a Sunday golf outing, Ms. Shearer suggests joining Mr. La Rocque for the day, noting how infrequently the two see each other. But, La Rocque puts her off, saying her presence adversely affects his game. Then, unexpectedly, Shearer meets the real reason for her husband's frequent absences his pretty blonde mistress!<br /><br />Three years later, Shearer is a glamorous and flirty divorcée. While summering in Paris, she has struck up a friendship with wealthy, older socialite Marie Dressler (as as Mrs. \"Boucci\" Bouccicault). Ms. Dressler invites Shearer to her Long Island home, to socialize with some friends, and ask a favor. Dressler is worried about her granddaughter's relationship with a suave, worldly man. She wants young Sally Eilers (as Dionne) to marry Raymond Hackett (as Bruce), instead. Aware of Shearer's flirtatious conquests, Dressler asks her to lure the undesirable man away from Ms. Eilers. Shearer is stunned to discover the man is La Rocque, her ex-husband.<br /><br />Shearer and Dressler make this a cute, entertaining play. They are in top form, giving guaranteed-to-be-popular performances, with enthusiasm and professionalism. The story is silly and predictable; yet, in a way which helps the humorous situation. And, the ending is quite clever. In fact, the comic \"Let Us be Gay\" may have aged better than Shearer's larger-produced, and more serious, \"The Divorcée\", which was released around the same time. The cast uniformly fine. La Rocque is better than his film with Lilian Gish; but, his role is not at all endearing. Gilbert Emery (as Towney) and Tyrell Davis (as Wallace) are funny supporting suitors.<br /><br />Those not familiar with Norma Shearer may not realize it is she who appears as the dowdy wife in the opening scenes. This is Shearer as \"Kitty\" before her make-over. Watch the close-ups of Shearer with light, natural make-up, for a good look at an intriguingly beautiful woman.<br /><br />******* Let Us Be Gay (1930) Robert Z. Leonard ~ Norma Shearer, Marie Dressler, Rod La Rocque"
"10330_2"	"Sandra Bullock is my favorite actress..... But this movie was so horrible, I couldn't help but chuckle throughout the movie in disbelief that I was actually watching something so crappy. Ha ha. The audio editing is horrible, They try too hard to come up with creative camera angles. Because they're just weird and stupid. The script sucked. Acting was horrible, storyline not very good. Very unrealistic, even for a movie. But it is a 20 year old movie..... so I'll give it a bonus point for that. And yeah, the music was terrible. But we all got to start somewhere. And submitting these things is such a hassle..... 10 line minimum... bother. Well now I know why I couldn't find this movie in the movie store.... I had to purchase it offline to see it... good thing it was only $.58 cents.... even though shipping was $2.59. Oh well.... I don't recommend anyone wasting their time and money seeing this film..."
"5151_9"	"This, which was shown dubbed in Italian at a Rome cinema (not as bad as it sounds) after being presented at the Rome Film Festival, is very much an art film and a festival film, guaranteed to charm and delight such audiences for its distinctive style, droll humor; ability to draw comedy from the suffering of others; appealing, cheery music; spot-on performances; overriding sweetness and humanity--but doomed, because of its oddity and lack of a compelling story line, to leave average audiences wondering what they're watching it for and why anyone admires it, how it even got made.<br /><br />Andersson gives us almost a series of dry skits. Running through them are various themes. Money: a guy at the next table (Waldemar Nowak) nicks the wallet of a rich bore talking on a cell phone in a restaurant over a glass of brandy, then goes and orders a set of posh suits made to order; a deadbeat son calls his celebrated father away from an elaborate gathering to beg him for one more loan. A shrink worries aloud about his depleted investments while his wife humps him in bed wearing only a shiny Viking helmet.<br /><br />Depression: an elementary teacher (Jessica Nilsson) breaks down in class because her husband has called her a \"harpy;\" the rug salesman spouse (Pär Fredriksson) collapses before clients because he's called her that. Several men have depressing dreams. But hey--this is Sweden. Isn't everybody depressed? Love problems: a fat bohemian couple is perpetually breaking up; a girl groupie has fantasies about a lead guitarist, Micke (Eric Bäckman). Wives slam doors when their husbands start to practice their instruments. (Music too is obviously a unifying theme. Besides the dashing guitarist there's a tuba and a drum player who're in a Dixierland band and also play in marches and funerals. Every scene has an added lilt from the music, which niftily links one sequence with another.) A raging storm outside the window of many scenes, violent rain, people out in it, thunder so loud it sounds like a battle raging across the land. This also unifies the tone and gives the impression various scenes are happening on the same dauntingly tempestuous day.<br /><br />Andersson is a master of visual composition and the static middle-distance shot and the film has a foggy gray-green look engineered by DP Gustav Danielsson that's perfect because it evokes the gloom of a Swedish winter but also twinkles with the subtle colors of the director's wit, which ends every scene with a smile. One almost never knew drabness could be so beautiful. (Or perhaps one did: Alexcanr Sokurov creates such effects sometimes in very different contexts.) Within scenes and in the film as a whole there's a kind of stillness that comes out of the visual style, the pacing of scenes, and the detached humanism of the overall outlook. There's something about a fully mastered style that's calming, reassuring.<br /><br />Not everything works equally well. One may feel impatient with the succession of barely related scenes, which read too much sometimes like the work of a Saturday Night Live writer in need of Prozac. Since some scenes plainly move you or draw a laugh, it's obvious that others fall a little flat.<br /><br />But some scenes are real zingers, and one obviously triumphant climax of pure magic is a dream--described and then visualized dreams being another important thread) in which the girl groupie imagines herself in a wedding dress newly married to her fey guitarist ideal, who plays a delicate series of riffs while a crowd of admirers gathers outside a big window. The viewpoint switches to outside and the window slides slowly away as if the building the dream newlyweds look out of were a train moving out of a station to take them to their honeymoon. It's a fresh, subtle, and rather sublime effect.<br /><br />Eventually one may feel everything in You the Living (Du Levande) is a dream, including the recurring scene where the barman is always striking a bronze bell and announcing last order time, whereupon all the torpid customers rise from their tables and go up to get one more drink.<br /><br />An Italian reviewer called this \"a small, great film,\" and that's right. It limits itself in a dozen ways, but there is greatness in it. Roy Andersson is a little master (like some medieval miniaturist) of the inner comedies of Scandanavian gloom, and this is a film unlike any other. Shown this year as a Cannes \"Un Certain Regard\" selection, this is also the Swedish entry for the 2007 Best Foreign Oscar. Hard to say what Bergman would think, but Andersson worked with him; is famous for his elaborately produced TV commercials, some of which one can see on YouTube. Bergman called them \"the best commercials in the world.\" It will be interesting to see if this director, whose craft is as subtle as his viewpoint, will start working in longer segments some time. Meanwhile, any good film buff really needs to get a look at this.<br /><br />\"Schadenfreude\" isn't quite the right word. That means delight in the misery of others. Andersson is teaching us to delight in the misery of all of us."
"11_3"	"Julie Andrews satirically prods her own goody-two-shoes image in this overproduced musical comedy-drama, but if she approaches her role with aplomb, she's alone in doing so. Blake Edwards' film about a woman who is both music-hall entertainer and German spy during WWI doesn't know what tone to aim for, and Rock Hudson has the thankless task of playing romantic second-fiddle. Musicals had grown out of favor by 1970, and elephantine productions like \"Star!\" and this film really tarnished Andrews' reputation, leaving a lot of dead space in her catalogue until \"The Tamarind Seed\" came along. I've always thought Julie Andrews would've made a great villain or shady lady; her strong voice could really command attention, and she hits some low notes that can either be imposing or seductive. Husband/director Edwards seems to realize this, but neither he nor Julie can work up much energy within this scenario. Screenwriter William Peter Blatty isn't a good partner for Edwards, and neither man has his heart in this material. Beatty's script offers Andrews just one fabulous sequence--a striptease. *1/2 from ****"
"1448_8"	"Frank Sinatra took this role, chewed it up with the rest of the scenery and - spat it out HIS way. TMWTGA is stagey, the ending is trite, some of the scenes need a little more cutting, but that's all. It's great entertainment from start to finish, and while you watch it you realise that Sinatra, that long-dead MOR crooner, had junkies, gangster card games and the whole US urban hustle thing in his blood - he didn't learn it from an acting coach. There are all sorts of directorial touches to keep you amused, and the (non-dated) soundtrack cooks all the way. The marathon card game beat Goodfellas, Sopranos, etc. by forty years! So it wasn't faithful to the book? What movie is? And I can't imagine it being remembered if Brando had been let loose on it; the cold turkey scenes would have been embarrassing, instead of edgy, convincing and moving with Sinatra. No-one else has mentioned the seedy, lazy, cynical cops - absolutely spot on! And Eleanor Parker would have driven *me* to smack."
"10130_8"	"'Radio' is a beautiful movie based on a real story of the mentally challenged James Robert Kennedy, nicknamed 'Radio', and the football coach from the T.L. Hanna High School, Harold Jones.<br /><br />Cuba Gooding, Jr. is excellent as Radio! I would never imagine to see him in a serious performance, specially because most of the movies I watch with him are comedies. Ed Harris is great as Harold Jones, but this actor IS great, so this is not anything new.<br /><br />The mentally challenged young man called James Robert Kennedy, always walk around the T.L. Hanna High School, without bothering anyone and almost not noticed. One day, when the football's ball is throw near him, he decides to stay with the ball, for the impatience of Johnny Cash, one of the best players from the football team and also one of the most unpleasant guys you would ever met. One day, Cash decides to punish James, mocking him with other football players and even go so far as to tie him up.<br /><br />When coach Jones discovers that horrible act, he stays angry and punish all the team, deciding for this day on to help James, who gets the nickname 'Radio' because of his passion for radios in general.<br /><br />The movie shows how Radio becomes an adept assistant, helping the team train despite hardships from the players, and even getting respect from basically all the people who lives in the small city. <br /><br />I would recommend this movie for everybody who wants to watch a real and beautiful story. It has a life lesson,specially showing us how a person can make a difference, even not being what we call ''normal''. Radio has a big heart and is incapable to hate anyone, and that's a thing that we all should apply to our daily lives."
"2199_3"	"Rating: *1/2 out of ****<br /><br />\"The Net\" is one of those films that won't remain in your mind till the next one hour. Well... Just if you keep thinking how bad it is. It's a mediocre, miserable, hollow, laughable and predictable piece of garbage. One of those adjectives I've just used above is the reason which made me add 1/2 a star to the one I would have given. So is it a case of 'so bad it is good'? No. It's a case of 'so bad it is laughable'. <br /><br />Bullock in a (surprise!) very bad performance plays Angela Bennett, a computer expert who is at home all the time. She works at home, doesn't have any friends and her neighbors don't know her. Suddenly, she sees herself involved in dangerous situations, after her colleague dies and the same thing almost happens to her. Her identity, bank accounts, etc, etc, etc, are all deleted, and she is now Ruth Marx. The conspiracy involves even the government and... Wait! Haven't we seen this before? Yes, thousands of times. \"The Net\" tries to be modern, to be the portrait of the '90s, showing the computer as a villain. Big deal! It is a film about nothing, just a pretext to show ridiculous action scenes. Take the scene of the boat accident. I just laughed when the camera started to get slow...<br /><br />What makes everything even worse here is Sandra Bullock. How awful she is! Has she already made a decent film? \"A Time to Kill\", okay. But she is still a bad actress, repeating her robotic face moves in each of her pictures.<br /><br />The vantages and disadvantages of the computer were already shown in \"2001: A Space Odyssey\", the best, most intelligent and most complex film ever made. It's not needed to compare \"The Net\" with it, is it...?<br /><br />The only reason to see \"The Net\" is to laugh, as I've said, and to see what it tried to be. The results, well, are a shame.<br /><br />DELETE this film from your mind!"
"1761_10"	"\"Hoppity Goes to Town\" was the second and last full length animated feature made by Max and Dave Fleischer, who created a parallel universe to Disney. While Disney's films are well remembered today, both of the Fleischer films \"Gulliver's Travels\" and this one are forgotten.<br /><br />\"Hoppity\" is a spellbinding original, not an adaptation like the first picture. That is a major plus, one would think. No, the critics, rarely on the Fleischers' sides to begin with, tore into them for this. Yes, the story is not as tight as \"Gulliver\", but how can you hate a film that flaunts itself so joyfully?<br /><br />It is filled with great musical numbers and a very involving story, which would be a crime to reveal. The characters are lovable and charming and there is heart in this film.<br /><br />The Fleischers' really outdid themselves here and never quite did so again. Most of their time would be devoted to one-reelers after this tanked at the box office. It's a shame they didn't continue making features. Who knows? Their next attempt may have become the masterpiece they were aiming for.<br /><br />**** out of 4 stars"
"2782_1"	"I knew full well when I rented this DVD that it could very well be one of the worst movies I've seen in my life. But to say that it was one of the worst movies I've ever viewed would be putting it lightly. I'm wondering if there isn't some legal action that can be taken against the individuals that allowed this film to produced. I mean, the financing had to come from somewhere, someone had to put up money for this to be produced!!??<br /><br />I'd pinpoint several production values that led to the failure of this film, but this film violated every production standard in the universe. I couldn't make it thru the entire movie, as I started getting dizzy the from horrendous filming techniques. I also can't tell you how many scenes I just ended zoning off during because of the inexplicably horrific dialog.<br /><br />I feel like I've been permanently scarred for life. If you viewed this movie before getting this warning, you should think about starting a support group with me for the poor people who did view this monstrosity."
"7618_10"	"This is a truly hilarious film and one that I have seen many times. Drew Barrymore is brilliant as Josie Geller, as is David Arquette as her brother. You cringe with embarrassment at the thought of her returning to high school as the film is a reminder of what high school was really like! Her outfits are wacky and weird, and it brings back memories of those who dressed a bit differently! The gorgeous Michael Vartan was adorable as the teacher (wish there had been teachers like that when I was at high school!) and Josie's boss is fantastic. This is a film you could watch again and again, with a fabulous sound track! One for all those at school in the 90's to watch!"
"85_10"	"This was a excellent movie. I deal with a child who I am raising that has FAE and watching this movie was more than word can explain. I also purchased the book and it was great. I would like to have a copy for my own use and so I can have my son's teachers watch it also.I would like to know if anyone could sell me a copy of this movie, let me use it for a time or refer me to someone where I could purchase it. Thank You, Myra I would recommend this movie to anyone who deal with children/adults with special ability's. This movie should be shown again on TV. The team of doctor's that have been tracking my son would also like to have a copy. His special Ed teacher has also asked me to try to locate a copy that he can have or that he can borrow.<br /><br />Thank You"
"5730_3"	"Red Sonja is a career-step-in-the-wrong-direction for Arnold Schwarzenegger. Having made a couple of sword 'n' sorcery films (as Conan) he had moved onto slightly more serious acting roles in films like The Terminator and Commando, only to make a mystifying return to the sword 'n' sorcery genre for this 1985 debacle. It's hard to figure out why he bothered, as this is weaker than both Conan films in every conceivable department. Allegedly, this was to have been the third Conan film, but for one reason or another the emphasis was shifted onto the leading female character, the titular red-head, leaving poor old Arnold to play an incredibly dull supporting role. Spare a thought, too, for director Richard Fleischer who had given the world classics like 20,000 Leagues Under The Sea, Fantastic Voyage, The Boston Strangler and 10 Rillington Place. In this - his penultimate film - Fleischer also has taken a gigantic career step backwards.<br /><br />Evil queen Gedren (Sandahl Bergman) wants to rule the world, and she needs a priceless and powerful talisman to do so. She and her brutish army storm a keep populated by priestesses and steal the said talisman, massacring the helpless priestesses as they go. One of the dead priestesses has a sister named Sonja (Brigitte Nielsen), a fiery red-headed warrior, who upon hearing of her sister's death swears revenge upon the evil Gedren. Sonja rides across the land in search of Gedren's lair. Along the way she picks up travelling companions in the shape of a boy prince, Tarn (Ernie Reyes Jr) and his bodyguard Falkon (Paul Smith). She also meets the muscular warrior Conan - sorry, I mean Kalidor (!) - who offers to join her in her quest. Initially Sonja doesn't want the help of Kalidor (Arnold Schwarzenegger), preferring instead to prove that she can confront and defeat her enemies alone, but eventually she warms to him and accepts his assistance.<br /><br />Red Sonja is a staggeringly poor film, all the more so when one muses that it was made in 1985 when the sword 'n' sorcery genre was close to its end. It seems so simplistic and amateurish that one could easily mistake it for an early example of its kind. The performances are poor on the whole, ranging from Bergman's embarrassingly OTT villain to Reyes' unbelievably irritating spoilt brat to Schwarzenegger's wooden and unenthusiastic hero. Nielsen is slightly better as the heroine - presumably full of enthusiasm at the thought of being in her first starring role - but she is let down very badly by the stupidity of Clive Exton and George MacDonald Fraser's script. The film is riddled with goofs, including a scene where Schwarzenegger is seen in close-up hacking down bad guys but in a long-shot in the same sequence there isn't a corpse in sight. Technically it is very inept too, with sub-standard special effects and appallingly mechanical monsters. There are a few compensations, such as Ennio Morricone's enjoyable music (Morricone spent a great deal of the '80s providing good music for awful films, e.g The Island, Treasure of the Four Crowns and Hundra). Another compensation is Giuseppe Rotunno's lensing of the locations - in fact, much of the time it's a hell of a lot more gratifying to look at the lovely scenery than the actors standing in the foreground! There were very few sword 'n' sorcery films after Red Sonja, so in some ways it might go down in history as the film which destroyed its own genre."
"3641_1"	"Right, where do I start? I cannot even imagine to comprehend this preteen pathetic excuse of a show. Picture this: a boarding school, where kids whose parents are rolling in money simply chuck them in there so as to jet around the world themselves. It could not get any more diabolic than this.<br /><br />If you taught these kids, shall not even upgrade them to the term teenagers, because they hardly even act like sane homosapiens, were self-centered, think again. About 23 minutes choked full of their so-called problems, boy troubles, and the like.<br /><br />The heroine of the show, of course, Mademoiselle Zoey, played by Britney's Polly Pocket Little Miss I'm All That sister, Jamie Lynn Spears, has obviously much to learn about acting. However, I will give her some face, because her superficial, one dimensional character, does not allow much room for depth. She plays Pacific Coast Academy's sun, moon and stars, crusader fighting for the plight of all women, equality of all genders.<br /><br />Perfect in everyway, always with her two loyal sidekicks, Nicole, the daffy bimbo, who obviously has too much of Daddy's cash, and tough chick, Dana, who proves a hard nut to crack. Both left the show in seasons 2 and 1 respectively, not that I blame that. But horror of horrors, in comes Lola, who deems herself the greatest actress since Natalie Wood, with green feathers in her hair and fake tan. She is even more rude than Zoey herself, if that is even possible, and even more dumber than Nicole, and hell, we know that cannot be possible.<br /><br />This show, like all the sorry excuses for television programmes Nickelodeon has been spewing out since 2000s, is a prime victim of stereotyping. Get girl next door and dense to her best friend's feelings for her Zoey, a great albeit inarticulate at times best boy friend, Chase, a cool, arrogant ladies man, Logan, a boy and clothes crazy girl, who is not very bright, Nicole, the one whom everyone thinks is weird just because she is extremely smart, the nerd, Quinn, the over-dramatic, annoying yet super thin, Malibu picture perfect model, Lola, and the tough yet soft inside woman, Dana. Now, where have I heard these characters before? I am sorry, but what is so wrong with having a personality? Just because Quinn is passionate about Science, and actually cares about her future and doing well in the academic aspect, in which the rest should be concerned about as well, she is \"weird\" and a \"nerd\"? Lola at the beginning of the series, proved to be a potential great character with her sassy ways and different outlook in life, Zoey just had to go, get out your pitchforks, burn her at the stake, she's going back to Weird Town and all that jazz. So much for womens rights. Unfortunately, Lola just became nothing more of another OC clone, in all its anorexic glory. Probably so as to not outshine her Mistress.<br /><br />But hey, the 2000 generation of MySpace whores seem to love it with the Chase/Zoey typical fairytale romance, the tension between adamant, \"hot\" Logan and \"kick-ass\" Zoey or Dana, whichever to your liking, and the pretty people. Please, this show exists to remind us that people do not like realism, they prefer a pretentious, shallow and vapid lifestyle. Sorry to break it to you darlings, that will not happen, unless you have a major trust fund and parents to cushion you."
"8190_9"	"Based on the actual event , this epic, is set in the year 221 B.C and tells the true story of the unification of China. Action packed and filled with intrigue, passion, betrayals and unforgettable battle sequences, it held my attention throughout in spite of its 160 minute length.<br /><br />The king, Ying Zeng, played by Li Xuejian is obsessed with unifying the seven kingdoms of China and becoming its first Emperor. His lover, Lady Zhao, played by the beautiful actress Gong Li, devises a plot whereby she will travel to the neighboring kingdom of Yan to set a fake assassination plot in motion which will give the king an excuse to invade Yan. However, she falls in love with the assassin as the king becomes more and more ruthless.<br /><br />There are subplots, and tragedy and constant high drama. There are scenes of great beauty and of abject cruelty. There is great cinematography and brilliant use of physical space.<br /><br />The deep characterization made me think of Shakespeare. And tragic events that call to mind Greek drama. And yet it is totally Chinese as it deals with age-old questions of whether the ends justify the means. And raises the questions dealing with life and death and good and evil and all the blurred edges in between.<br /><br />It is the story of individuals against the backdrop of history, a history that has shaped China for the past two thousand years. I was swept up in the story as well as the moral questions raised. There are no easy answers and this was one of the strengths of the movie.<br /><br />Recommended. But be prepared for the violence and gore.<br /><br />"
"9533_10"	"Edith Nesbitt's best book has been adapted into a truly magnificent film, I love it. The film itself has gorgeous cinematography, and fine realisation of the subject matter. The ending is enough to have you in tears, as it is so beautifully done. Lionel has directed some truly excellent films, like the Amazing Mr Blunden, but this is his best film as director by a mile. The costumes were absolutely lovely, that matched the beauty of the countryside, and the sparkling and conveniently-faithful script helped matters. However, it is the quality of the acting that holds this film together, as it is nothing shorter than incredible. Dinah Sheridan is suitably sincere as the mother, a much-needed characteristic of the character, and Bernard Cribbins was hilarious as Perks. In fact, I preferred Perks on film, as he isn't as humorous in the book. The children were perfect. Gary Warren and Sally Thomsett both gave spirited performances, but it is Jenny Agutter's enchanting portrayal of Bobbie that impressed me the most. Another special mention is the gorgeous music by Johnny Douglas, the title music reminded me of Charlie Chaplin's Smile. In conclusion, a funny and poignant masterpiece, that is better than the book, I think. 10/10. Bethany Cox."
"9508_1"	"<br /><br />The play has been heavily edited and the order of the scenes has been completely mixed up. The acting is appalling (especially by Helena Bonham Carter) and the cinematography poor.<br /><br />The result is a slow, confused, boring film which will put those new to Shakespeare off Shakespeare instantly!<br /><br />If you can't see a stage play then at least see the Olivier version (1948) instead of this drivel!"
"237_8"	"Another great musical from Hollywoods Golden Age! I liked this movies story about a trio of friends who are performers at a small nightclub that is far from Broadway and all its glitter. Although not the big time they are very content with their lives and the small club where they perform. Gene Kelly plays the owner of the small club and is also the boyfriend of one of its dancers, Rita Hayworth who happens to garner some attention when she's given an opportunity to be on a cover of a magazine. Trouble begins for Gene Kelly as his girlfriend is now the talk of the town. Phil Silvers plays one of the three friends and does a good job. Of course there is the music and the dancing. One dance performance by Gene Kelly stands out. He is walking along the street at night alone and he see his reflection in a shop window. His reflection soon starts dancing along with him in the streets, great cinematography. Don't miss this one, great entertainment."
"3981_7"	"I don't think I've yet seen a movie in my whole lifetime about a high school kid creating his own college, just to impress his parents. Nowadays, movies are either remakes or sequels, or plots that have been used in many different films. This one has an original story line and to follow it up by making it a comedy films only lightens the deal. With this well thought out story and with laughs mixed in, this is a good movie. Now I've seen better, but upon going into the theater I was thinking another drug/beer/frat party with some sexual innuendo tossed in (aka an \"American Pie\" flick) but I was surprised. To sum it up, I enjoyed the film and the next time your shuffling through the paper for movies, look for show times to \"Accepted\". If you want to laugh out loud, that is."
